Vietnamese,Korean,Vietnamese_Sentence,Korean_Sentence,tts_url,images_url
rời khỏi,떠나다,Anh ấy đã rời khỏi công ty,그는 회사를 떠났어요.,https://r2.sangsang.vip/mp3/ab9b0e1650d20abd8477da6d89d94e06.mp3,https://r2.sangsang.vip/images/Anh_ấy_đã_rời_khỏi_công_ty.png
trở về,돌아오다,Tôi sẽ trở về vào tuần tới,저는 다음 주에 돌아올 거예요.,https://r2.sangsang.vip/mp3/904dabbd7d1727194c1ab566bee47475.mp3,https://r2.sangsang.vip/images/Tôi_sẽ_trở_về_vào_tuần_tới.png
trở thành,되다,Tôi muốn trở thành một giáo viên,저는 선생님이 되고 싶어요.,https://r2.sangsang.vip/mp3/998fbe09d5977c3fafcb7a3955ed4a61.mp3,https://r2.sangsang.vip/images/Tôi_muốn_trở_thành_một_giáo_viên.png
giải thích,설명하다,Bạn có thể giải thích rõ hơn không?,더 자세히 설명해 줄 수 있나요?,https://r2.sangsang.vip/mp3/bca26a97b65687e28028992eed39b2fd.mp3,https://r2.sangsang.vip/images/Bạn_có_thể_giải_thích_rõ_hơn_không.png
so sánh,비교하다,Đừng so sánh mình với người khác,자신을 다른 사람과 비교하지 마세요.,https://r2.sangsang.vip/mp3/ce0e6ed5f081bea52c7b606bf1cd6361.mp3,https://r2.sangsang.vip/images/Đừng_so_sánh_mình_với_người_khác.png
chọn,선택하다,Bạn có thể chọn một trong hai,둘 중 하나를 선택할 수 있어요.,https://r2.sangsang.vip/mp3/9f7c64cdaa952a5d4ab9c4551f884692.mp3,https://r2.sangsang.vip/images/Bạn_có_thể_chọn_một_trong_hai.png
sử dụng,사용하다,Bạn có thể sử dụng máy tính của tôi,제 컴퓨터를 사용해도 돼요.,https://r2.sangsang.vip/mp3/b4b27a8b43fc394a75874af01bcfe768.mp3,https://r2.sangsang.vip/images/Bạn_có_thể_sử_dụng_máy_tính_của_tôi.png
tạo ra,만들다/창조하다,Anh ấy đã tạo ra một tác phẩm nghệ thuật đẹp,그는 아름다운 예술 작품을 만들었어요.,https://r2.sangsang.vip/mp3/9a618dfbbd7051ffc3d0bfcf8780a370.mp3,https://r2.sangsang.vip/images/Anh_ấy_đã_tạo_ra_một_tác_phẩm_nghệ_thuật_đẹp.png
phá hủy,파괴하다,Cơn bão đã phá hủy nhiều ngôi nhà,태풍이 많은 집을 파괴했어요.,https://r2.sangsang.vip/mp3/23af146abf4b00c284d6c86e8bef6d01.mp3,https://r2.sangsang.vip/images/Cơn_bão_đã_phá_hủy_nhiều_ngôi_nhà.png
bảo vệ,보호하다,Chúng ta cần bảo vệ động vật hoang dã,우리는 야생 동물을 보호해야 해요.,https://r2.sangsang.vip/mp3/e965000521d796d987e7073f1da3b29c.mp3,https://r2.sangsang.vip/images/Chúng_ta_cần_bảo_vệ_động_vật_hoang_dã.png
kiểm tra,검사하다,Bác sĩ đang kiểm tra sức khỏe cho tôi,의사 선생님이 제 건강을 검진하고 계세요.,https://r2.sangsang.vip/mp3/b0d58dc02dac9e5e0b8d0b386860eb31.mp3,https://r2.sangsang.vip/images/Bác_sĩ_đang_kiểm_tra_sức_khỏe_cho_tôi.png
chuẩn bị,준비하다,Tôi đang chuẩn bị cho bữa tiệc,저는 파티를 준비하고 있어요.,https://r2.sangsang.vip/mp3/ee29ded887a56c717883d27ee07e00bd.mp3,https://r2.sangsang.vip/images/Tôi_đang_chuẩn_bị_cho_bữa_tiệc.png
mời,초대하다,Tôi muốn mời bạn đến nhà tôi ăn tối,저희 집에 저녁 식사하러 초대하고 싶어요.,https://r2.sangsang.vip/mp3/2d71226191ce1ab40175ea9b505a4148.mp3,https://r2.sangsang.vip/images/Tôi_muốn_mời_bạn_đến_nhà_tôi_ăn_tối.png
tham gia,참가하다,Bạn có muốn tham gia câu lạc bộ không?,동아리에 가입하고 싶나요?,https://r2.sangsang.vip/mp3/77b996806f485bc5eea137c1b1d5f0ef.mp3,https://r2.sangsang.vip/images/Bạn_có_muốn_tham_gia_câu_lạc_bộ_không.png
tổ chức,조직하다/개최하다,Trường tôi sẽ tổ chức một lễ hội,우리 학교에서 축제를 열 거예요.,https://r2.sangsang.vip/mp3/69addd18673f964f01c40b8d2db1907d.mp3,https://r2.sangsang.vip/images/Trường_tôi_sẽ_tổ_chức_một_lễ_hội.png
xảy ra,일어나다/발생하다,Tai nạn đã xảy ra vào sáng nay,사고가 오늘 아침에 일어났어요.,https://r2.sangsang.vip/mp3/5b23d06f39ef1dab63b58645421f1086.mp3,https://r2.sangsang.vip/images/Tai_nạn_đã_xảy_ra_vào_sáng_nay.png
tồn tại,존재하다,Bạn có tin vào ma quỷ tồn tại không?,귀신이 존재한다고 믿나요?,https://r2.sangsang.vip/mp3/5839572db360791f0a449e7e5e63e79e.mp3,https://r2.sangsang.vip/images/Bạn_có_tin_vào_ma_quỷ_tồn_tại_không.png
biến mất,사라지다,Chiếc xe đã biến mất trong màn đêm,자동차가 어둠 속으로 사라졌어요.,https://r2.sangsang.vip/mp3/d4322d701edfdce5fe1bf1d8378d43c5.mp3,https://r2.sangsang.vip/images/Chiếc_xe_đã_biến_mất_trong_màn_đêm.png
xuất hiện,나타나다,Mặt trời xuất hiện sau cơn mưa,비 온 뒤에 해가 나타났어요.,https://r2.sangsang.vip/mp3/97643d4250efd1267abf0256435dbd11.mp3,https://r2.sangsang.vip/images/Mặt_trời_xuất_hiện_sau_cơn_mưa.png
cảm thấy,느끼다,Tôi cảm thấy không được khỏe,몸이 안 좋은 것 같아요.,https://r2.sangsang.vip/mp3/be9eb883f849090b7dcf7ee272361c73.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_không_được_khỏe.png
trông,보이다/~해 보이다,Bạn trông có vẻ mệt mỏi,피곤해 보여요.,https://r2.sangsang.vip/mp3/baa23279d0b75656f68279e49aac98df.mp3,https://r2.sangsang.vip/images/Bạn_trông_có_vẻ_mệt_mỏi.png
có vẻ,~인 것 같다,Trời có vẻ sắp mưa,비가 올 것 같아요.,https://r2.sangsang.vip/mp3/d494ba9c50033807f6aa9265e80296dc.mp3,https://r2.sangsang.vip/images/Trời_có_vẻ_sắp_mưa.png
ngửi,냄새 맡다,Tôi ngửi thấy mùi gì đó cháy,뭔가 타는 냄새가 나요.,https://r2.sangsang.vip/mp3/72ff3237f9e9525ac8a8bca075860e89.mp3,https://r2.sangsang.vip/images/Tôi_ngửi_thấy_mùi_gì_đó_cháy.png
nếm,맛보다,Bạn có muốn nếm thử món này không?,이 음식 맛 좀 볼래요?,https://r2.sangsang.vip/mp3/5623a5e8884736671afc90b15d9d2be8.mp3,https://r2.sangsang.vip/images/Bạn_có_muốn_nếm_thử_món_này_không.png
chạm,만지다,Đừng chạm vào hiện vật,전시물에 손대지 마세요.,https://r2.sangsang.vip/mp3/ecab35d300727a0f23f074759f739aa6.mp3,https://r2.sangsang.vip/images/Đừng_chạm_vào_hiện_vật.png
đeo,끼다/착용하다 (안경 시계),Cô ấy đeo túi trên vai,그녀는 어깨에 가방을 메고 있다.,https://r2.sangsang.vip/mp3/ffb12e024fd15184e6870d8bfa9ebcbd.mp3,https://r2.sangsang.vip/images/Cô_ấy_đeo_túi_trên_vai.png
mặc,입다 (옷),Hôm nay bạn mặc gì?,오늘 뭐 입었어요?,https://r2.sangsang.vip/mp3/d1fc9d216328e460c9199a3c24ad0a42.mp3,https://r2.sangsang.vip/images/Hôm_nay_bạn_mặc_gì.png
đội,쓰다 (모자),Anh ấy đang đội một chiếc mũ màu đỏ,그는 빨간 모자를 쓰고 있어요.,https://r2.sangsang.vip/mp3/d0c2a484a4b452ce9be815c87e11873d.mp3,https://r2.sangsang.vip/images/Anh_ấy_đang_đội_một_chiếc_mũ_màu_đỏ.png
đi,신다 (신발 양말),Trời lạnh bạn nên đi tất,날씨가 추우니까 양말을 신는 게 좋아.,https://r2.sangsang.vip/mp3/b2ce4ada532ed2f6a40ee5d4f500656f.mp3,https://r2.sangsang.vip/images/Trời_lạnh_bạn_nên_đi_tất.png
cởi,벗다,Hãy cởi giày ra trước khi vào nhà,집에 들어가기 전에 신발을 벗으세요.,https://r2.sangsang.vip/mp3/d0c332b20e1a38ed18340b066e6f9015.mp3,https://r2.sangsang.vip/images/Hãy_cởi_giày_ra_trước_khi_vào_nhà.png
mới,새로운,Đây là chiếc điện thoại mới của tôi,이것은 제 새 핸드폰이에요.,https://r2.sangsang.vip/mp3/97b0b5fb7f8bfdbd44fcd5502e5489a7.mp3,https://r2.sangsang.vip/images/Đây_là_chiếc_điện_thoại_mới_của_tôi.png
cũ,오래된,Cái nhà này đã rất cũ,이 집은 매우 낡았어요.,https://r2.sangsang.vip/mp3/d5e62938651bca0d13acaab66f4b8d31.mp3,https://r2.sangsang.vip/images/Cái_nhà_này_đã_rất_cũ.png
tốt,좋은,Anh ấy là một người tốt,그는 좋은 사람이에요.,https://r2.sangsang.vip/mp3/85f4805b89c2070fcbd9ae459315b344.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_tốt.png
xấu,나쁜,Đây là một thói quen xấu,이것은 나쁜 습관이에요.,https://r2.sangsang.vip/mp3/c8bd8940c4eb7f8e6e62b90fce6bca9c.mp3,https://r2.sangsang.vip/images/Đây_là_một_thói_quen_xấu.png
đẹp,예쁜,Cô gái đó rất đẹp,저 여자는 매우 아름다워요.,https://r2.sangsang.vip/mp3/0d9ead6eee05e14a8b95abfcaeba1b3c.mp3,https://r2.sangsang.vip/images/Cô_gái_đó_rất_đẹp.png
xinh,예쁜 (주로 여성),Cô ấy rất xinh,그녀는 매우 예뻐요.,https://r2.sangsang.vip/mp3/b298bafb15fc9ce21df91d62424f8dfb.mp3,https://r2.sangsang.vip/images/Cô_ấy_rất_xinh.png
đẹp trai,잘생긴,Anh ấy rất đẹp trai,그는 매우 잘생겼어요.,https://r2.sangsang.vip/mp3/0b86d4cb9f844cb3c167060de35de14a.mp3,https://r2.sangsang.vip/images/Anh_ấy_rất_đẹp_trai.png
xấu xí,못생긴,Con quái vật trông rất xấu xí,그 괴물은 매우 못생겼어요.,https://r2.sangsang.vip/mp3/a9883d2118afb44a03206781a4ae4183.mp3,https://r2.sangsang.vip/images/Con_quái_vật_trông_rất_xấu_xí.png
lớn,큰,Ngôi nhà này rất lớn,이 집은 매우 커요.,https://r2.sangsang.vip/mp3/583c36b2caa549992535f5a3567b64af.mp3,https://r2.sangsang.vip/images/Ngôi_nhà_này_rất_lớn.png
nhỏ,작은,Căn phòng này rất nhỏ,이 방은 매우 작아요.,https://r2.sangsang.vip/mp3/1314a367329ce7106b6f569f0e3a8633.mp3,https://r2.sangsang.vip/images/Căn_phòng_này_rất_nhỏ.png
cao,높은/키가 큰,Anh ấy rất cao,그는 키가 매우 커요.,https://r2.sangsang.vip/mp3/08ed57a07eade8db939c5fa02cc18d2b.mp3,https://r2.sangsang.vip/images/Anh_ấy_rất_cao.png
thấp,낮은/키가 작은,Tòa nhà này thấp hơn tòa nhà kia,이 건물은 저 건물보다 낮아요.,https://r2.sangsang.vip/mp3/2756ae6c9d4fcc10e1170cf53b23a0ce.mp3,https://r2.sangsang.vip/images/Tòa_nhà_này_thấp_hơn_tòa_nhà_kia.png
dài,긴,Con sông này rất dài,이 강은 매우 길어요.,https://r2.sangsang.vip/mp3/6e2b091f775143eb6a919c3cdf16a4b3.mp3,https://r2.sangsang.vip/images/Con_sông_này_rất_dài.png
ngắn,짧은,Mái tóc của cô ấy rất ngắn,그녀의 머리는 매우 짧아요.,https://r2.sangsang.vip/mp3/131fc0c7f36e6335bbe1a3a413307372.mp3,https://r2.sangsang.vip/images/Mái_tóc_của_cô_ấy_rất_ngắn.png
rộng,넓은,Con đường này rất rộng,이 길은 매우 넓어요.,https://r2.sangsang.vip/mp3/f6cc0e8f5b59ab8c6c607591d974fb72.mp3,https://r2.sangsang.vip/images/Con_đường_này_rất_rộng.png
hẹp,좁은,Con hẻm này rất hẹp,이 골목은 매우 좁아요.,https://r2.sangsang.vip/mp3/c3f885efc42d431829e4ec301c6e50fa.mp3,https://r2.sangsang.vip/images/Con_hẻm_này_rất_hẹp.png
dày,두꺼운,Quyển sách này rất dày,이 책은 매우 두꺼워요.,https://r2.sangsang.vip/mp3/f9057bf0e75f541683410e91dd718ed3.mp3,https://r2.sangsang.vip/images/Quyển_sách_này_rất_dày.png
mỏng,얇은,Tờ giấy này rất mỏng,이 종이는 매우 얇아요.,https://r2.sangsang.vip/mp3/04838df66f2f1849c26bb04a447dedf6.mp3,https://r2.sangsang.vip/images/Tờ_giấy_này_rất_mỏng.png
nặng,무거운,Cái vali này rất nặng,이 여행 가방은 매우 무거워요.,https://r2.sangsang.vip/mp3/795e036422f3d5e56afadc497bba19e8.mp3,https://r2.sangsang.vip/images/Cái_vali_này_rất_nặng.png
nhẹ,가벼운,Cái hộp này rất nhẹ,이 상자는 매우 가벼워요.,https://r2.sangsang.vip/mp3/a9760946a0efe24e42a3c67b419f9a52.mp3,https://r2.sangsang.vip/images/Cái_hộp_này_rất_nhẹ.png
nóng,더운/뜨거운,Mùa hè ở Việt Nam rất nóng,베트남의 여름은 매우 더워요.,https://r2.sangsang.vip/mp3/8de94b8aa8d8a646802d8c41cde94066.mp3,https://r2.sangsang.vip/images/Mùa_hè_ở_Việt_Nam_rất_nóng.png
lạnh,추운/차가운,Mùa đông ở đây rất lạnh,여기 겨울은 매우 추워요.,https://r2.sangsang.vip/mp3/ea9ef57002d07d10dcd79fd3339a8214.mp3,https://r2.sangsang.vip/images/Mùa_đông_ở_đây_rất_lạnh.png
ấm,따뜻한,Thời tiết hôm nay rất ấm áp,오늘 날씨는 매우 따뜻해요.,https://r2.sangsang.vip/mp3/64e08eb3b61dc896981bf405db57613b.mp3,https://r2.sangsang.vip/images/Thời_tiết_hôm_nay_rất_ấm_áp.png
mát,시원한,Gió thổi rất mát,바람이 매우 시원하게 불어요.,https://r2.sangsang.vip/mp3/7ee93a20bc79a1912164380b23284960.mp3,https://r2.sangsang.vip/images/Gió_thổi_rất_mát.png
nhiều,많은,Tôi có nhiều bạn bè,저는 친구가 많아요.,https://r2.sangsang.vip/mp3/a9d062d3f943ee89f17c441b637f5229.mp3,https://r2.sangsang.vip/images/Tôi_có_nhiều_bạn_bè.png
ít,적은,Ở đây có rất ít người,여기에는 사람이 거의 없어요.,https://r2.sangsang.vip/mp3/357c89192049933303c49dc7936b6d76.mp3,https://r2.sangsang.vip/images/Ở_đây_có_rất_ít_người.png
đầy,가득 찬,Cốc nước đã đầy,물컵이 가득 찼어요.,https://r2.sangsang.vip/mp3/62b8dc075de2c2c2826e8b290bd43c67.mp3,https://r2.sangsang.vip/images/Cốc_nước_đã_đầy.png
vơi,빈,Bình xăng đã vơi,주유통이 비었어요.,https://r2.sangsang.vip/mp3/bf2f0c252f90292173abcd00236c01fd.mp3,https://r2.sangsang.vip/images/Bình_xăng_đã_vơi.png
nhanh,빠른,Anh ấy chạy rất nhanh,그는 매우 빨리 달려요.,https://r2.sangsang.vip/mp3/2828c4c9e9fe12f31c9b6aacd55a301c.mp3,https://r2.sangsang.vip/images/Anh_ấy_chạy_rất_nhanh.png
chậm,느린,Con rùa bò rất chậm,거북이는 매우 느리게 기어가요.,https://r2.sangsang.vip/mp3/58707459a3a70688951950aad811706a.mp3,https://r2.sangsang.vip/images/Con_rùa_bò_rất_chậm.png
dễ,쉬운,Bài tập này rất dễ,이 숙제는 매우 쉬워요.,https://r2.sangsang.vip/mp3/a6fabb3cfffec189e01f3be886411930.mp3,https://r2.sangsang.vip/images/Bài_tập_này_rất_dễ.png
khó,어려운,Câu hỏi này rất khó,이 질문은 매우 어려워요.,https://r2.sangsang.vip/mp3/5ac7b221a624b613c4e2f4d735093b7d.mp3,https://r2.sangsang.vip/images/Câu_hỏi_này_rất_khó.png
mềm,부드러운,Cái gối này rất mềm,이 베개는 매우 부드러워요.,https://r2.sangsang.vip/mp3/8ef0cf6aed2c8a4c1f36d16f82cf4b28.mp3,https://r2.sangsang.vip/images/Cái_gối_này_rất_mềm.png
cứng,단단한,Cái đá này rất cứng,이 돌은 매우 단단해요.,https://r2.sangsang.vip/mp3/7e8a51ea6f82c967af8b205a65f5f837.mp3,https://r2.sangsang.vip/images/Cái_đá_này_rất_cứng.png
sạch,깨끗한,Căn phòng rất sạch sẽ,방이 매우 깨끗해요.,https://r2.sangsang.vip/mp3/43ed9e7b46a880d8c3a59933655a2b55.mp3,https://r2.sangsang.vip/images/Căn_phòng_rất_sạch_sẽ.png
bẩn,더러운,Quần áo của bạn bị bẩn rồi,당신 옷이 더러워졌어요.,https://r2.sangsang.vip/mp3/bf7f087dcfb96a2553350e9903b3fc51.mp3,https://r2.sangsang.vip/images/Quần_áo_của_bạn_bị_bẩn_rồi.png
ướt,젖은,Sàn nhà bị ướt,바닥이 젖었어요.,https://r2.sangsang.vip/mp3/7ed85c8cd5928bd915c77df5ce515e3f.mp3,https://r2.sangsang.vip/images/Sàn_nhà_bị_ướt.png
khô,마른,Quần áo đã khô,옷이 말랐어요.,https://r2.sangsang.vip/mp3/5b8759690ac125ac4001dc54c8b14bc3.mp3,https://r2.sangsang.vip/images/Quần_áo_đã_khô.png
đúng,맞는,Câu trả lời của bạn đúng rồi,당신의 대답이 맞았어요.,https://r2.sangsang.vip/mp3/854dcfd3ea92e25bb31ee6cfbfd56ffa.mp3,https://r2.sangsang.vip/images/Câu_trả_lời_của_bạn_đúng_rồi.png
sai,틀린,Bạn đã làm sai,당신은 틀렸어요.,https://r2.sangsang.vip/mp3/9e5d2175c946d00f30ce6283bc6f5de9.mp3,https://r2.sangsang.vip/images/Bạn_đã_làm_sai.png
mở,열린,Cửa hàng đang mở cửa,가게가 열려 있어요.,https://r2.sangsang.vip/mp3/d838a058a7cf721225d23dc3215c76a6.mp3,https://r2.sangsang.vip/images/Cửa_hàng_đang_mở_cửa.png
đóng,닫힌,Ngân hàng đã đóng cửa,은행이 닫혔어요.,https://r2.sangsang.vip/mp3/ba2902938acd8133934c24f10cd60631.mp3,https://r2.sangsang.vip/images/Ngân_hàng_đã_đóng_cửa.png
sáng,밝은,Bên ngoài trời rất sáng,밖은 매우 밝아요.,https://r2.sangsang.vip/mp3/36e0dc4da1074ee60f796bf3c5854b3f.mp3,https://r2.sangsang.vip/images/Bên_ngoài_trời_rất_sáng.png
tối,어두운,Trong phòng rất tối,방 안은 매우 어두워요.,https://r2.sangsang.vip/mp3/19d891baa673a56bb8b2643e37f0f1d6.mp3,https://r2.sangsang.vip/images/Trong_phòng_rất_tối.png
ồn ào,시끄러운,Ở đây ồn ào quá,여기는 너무 시끄러워요.,https://r2.sangsang.vip/mp3/51c89160f1c72253e17111e2664a1864.mp3,https://r2.sangsang.vip/images/Ở_đây_ồn_ào_quá.png
yên tĩnh,조용한,Tôi thích những nơi yên tĩnh,저는 조용한 곳을 좋아해요.,https://r2.sangsang.vip/mp3/982eff469d35f0a6f6468e53ab5a7f41.mp3,https://r2.sangsang.vip/images/Tôi_thích_những_nơi_yên_tĩnh.png
vui,기쁜/재미있는,Tôi cảm thấy rất vui,매우 기뻐요.,https://r2.sangsang.vip/mp3/d31e4c28ac2618dfbba785243f164422.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_rất_vui.png
buồn,슬픈,Tại sao bạn buồn vậy,왜 슬퍼요?,https://r2.sangsang.vip/mp3/cba6c3629b80946bd80bb59862222607.mp3,https://r2.sangsang.vip/images/Tại_sao_bạn_buồn_vậy.png
hạnh phúc,행복한,Cô ấy có một cuộc sống hạnh phúc,그녀는 행복한 삶을 살고 있어요.,https://r2.sangsang.vip/mp3/c1c63472892e5ff42271cdc50d087165.mp3,https://r2.sangsang.vip/images/Cô_ấy_có_một_cuộc_sống_hạnh_phúc.png
bất hạnh,불행한,Đó là một câu chuyện bất hạnh,그것은 불행한 이야기예요.,https://r2.sangsang.vip/mp3/c97c84eb94f1ca7cfe6b4b912b56cacf.mp3,https://r2.sangsang.vip/images/Đó_là_một_câu_chuyện_bất_hạnh.png
mệt,피곤한,Tôi cảm thấy mệt mỏi,피곤해요.,https://r2.sangsang.vip/mp3/b82f58eac2123a5cb51dec2f048e598d.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_mệt_mỏi.png
khỏe,건강한,Tôi cảm thấy rất khỏe,몸이 아주 좋아요.,https://r2.sangsang.vip/mp3/2863b3dd783ce46f596badaaa45790e5.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_rất_khỏe.png
yếu,약한,Anh ấy bị ốm nên rất yếu,그는 아파서 매우 약해요.,https://r2.sangsang.vip/mp3/3666d00b775339daf28a7604fd33ddfa.mp3,https://r2.sangsang.vip/images/Anh_ấy_bị_ốm_nên_rất_yếu.png
mạnh,강한,Anh ấy là một người đàn ông mạnh mẽ,그는 강한 남자예요.,https://r2.sangsang.vip/mp3/6008238ab0784a460cd9e9ff89ea73f5.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_đàn_ông_mạnh_mẽ.png
giàu,부유한,Gia đình họ rất giàu có,그들의 가족은 매우 부유해요.,https://r2.sangsang.vip/mp3/ec79342dcd2f88c31c436e0500428676.mp3,https://r2.sangsang.vip/images/Gia_đình_họ_rất_giàu_có.png
nghèo,가난한,Anh ấy sinh ra trong một gia đình nghèo,그는 가난한 가정에서 태어났어요.,https://r2.sangsang.vip/mp3/2702201b2d74106588a5dd57e4ce1c51.mp3,https://r2.sangsang.vip/images/Anh_ấy_sinh_ra_trong_một_gia_đình_nghèo.png
trẻ,젊은,Cô ấy còn rất trẻ,그녀는 아직 매우 젊어요.,https://r2.sangsang.vip/mp3/61714d0a7fbeae2cbb25157578243319.mp3,https://r2.sangsang.vip/images/Cô_ấy_còn_rất_trẻ.png
già,늙은,Ông tôi đã già,할아버지는 늙으셨어요.,https://r2.sangsang.vip/mp3/2b068e636942d33e7b2a76c3365e8127.mp3,https://r2.sangsang.vip/images/Ông_tôi_đã_già.png
thông minh,똑똑한,Anh ấy là một học sinh thông minh,그는 똑똑한 학생이에요.,https://r2.sangsang.vip/mp3/fa2af15834769dd2eb9959b768be9b6c.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_học_sinh_thông_minh.png
ngu,어리석은,Đó là một hành động ngu ngốc,그것은 어리석은 행동이에요.,https://r2.sangsang.vip/mp3/83e55bdac269fa3531d8bf415cf0da86.mp3,https://r2.sangsang.vip/images/Đó_là_một_hành_động_ngu_ngốc.png
tốt bụng,친절한,Người dân ở đây rất tốt bụng,여기 사람들은 매우 친절해요.,https://r2.sangsang.vip/mp3/088f32b8e5602146a02e5b503c1d484f.mp3,https://r2.sangsang.vip/images/Người_dân_ở_đây_rất_tốt_bụng.png
xấu bụng,심술궂은,Anh ta là một người xấu bụng,그는 심술궂은 사람이에요.,https://r2.sangsang.vip/mp3/ec99440291cb4c17332bc6431db30994.mp3,https://r2.sangsang.vip/images/Anh_ta_là_một_người_xấu_bụng.png
hiền,착한/순한,Con chó này rất hiền,이 개는 매우 순해요.,https://r2.sangsang.vip/mp3/dc7754a6ed39457b08d620d2f0c564b3.mp3,https://r2.sangsang.vip/images/Con_chó_này_rất_hiền.png
dữ,사나운,Con hổ rất dữ,호랑이는 매우 사나워요.,https://r2.sangsang.vip/mp3/95c2012579ca02b7d897db33f253d027.mp3,https://r2.sangsang.vip/images/Con_hổ_rất_dữ.png
chăm chỉ,부지런한,Cô ấy là một nhân viên chăm chỉ,그녀는 성실한 직원이에요.,https://r2.sangsang.vip/mp3/efebc82ae6c7c802aeec898db7622f30.mp3,https://r2.sangsang.vip/images/Cô_ấy_là_một_nhân_viên_chăm_chỉ.png
lười biếng,게으른,Đừng lười biếng nữa,게으름 피우지 마세요.,https://r2.sangsang.vip/mp3/f4d27b79775981f713b8e82a0feb2469.mp3,https://r2.sangsang.vip/images/Đừng_lười_biếng_nữa.png
cẩn thận,조심스러운,Hãy cẩn thận khi qua đường,길을 건널 때 조심하세요.,https://r2.sangsang.vip/mp3/3dab73f9358e7f275eea2ce959d86280.mp3,https://r2.sangsang.vip/images/Hãy_cẩn_thận_khi_qua_đường.png
bất cẩn,부주의한,Anh ấy đã gây ra tai nạn vì bất cẩn,그는 부주의로 사고를 냈어요.,https://r2.sangsang.vip/mp3/bf216b949cab61f103e6eacc658d7f13.mp3,https://r2.sangsang.vip/images/Anh_ấy_đã_gây_ra_tai_nạn_vì_bất_cẩn.png
quan trọng,중요한,Đây là một vấn đề rất quan trọng,이것은 매우 중요한 문제예요.,https://r2.sangsang.vip/mp3/1fbbc962a4e3457ef0f84265904bdf56.mp3,https://r2.sangsang.vip/images/Đây_là_một_vấn_đề_rất_quan_trọng.png
bình thường,보통의/평범한,Đó là một ngày bình thường,그것은 평범한 날이었어요.,https://r2.sangsang.vip/mp3/2dd4bcc8559fff8e51c851d4a8af2ec2.mp3,https://r2.sangsang.vip/images/Đó_là_một_ngày_bình_thường.png
đặc biệt,특별한,Hôm nay là một ngày đặc biệt,오늘은 특별한 날이에요.,https://r2.sangsang.vip/mp3/726cefaef4992d521e40683b284c5032.mp3,https://r2.sangsang.vip/images/Hôm_nay_là_một_ngày_đặc_biệt.png
miễn phí,무료의,Bữa ăn này là miễn phí,이 식사는 무료예요.,https://r2.sangsang.vip/mp3/23dc67b64f2dc1dc0f19741ece78c25f.mp3,https://r2.sangsang.vip/images/Bữa_ăn_này_là_miễn_phí.png
đắt,비싼,Chiếc xe này rất đắt,이 차는 매우 비싸요.,https://r2.sangsang.vip/mp3/8f8351a57b907ffdf9aa85253f4d6ee7.mp3,https://r2.sangsang.vip/images/Chiếc_xe_này_rất_đắt.png
rẻ,싼,Món đồ này rất rẻ,이 물건은 매우 싸요.,https://r2.sangsang.vip/mp3/376447b43f46e62ade90015649f21692.mp3,https://r2.sangsang.vip/images/Món_đồ_này_rất_rẻ.png
ngon,맛있는,Món phở này rất ngon,이 쌀국수는 매우 맛있어요.,https://r2.sangsang.vip/mp3/21c48ce895ed3b65da61858300e3cba3.mp3,https://r2.sangsang.vip/images/Món_phở_này_rất_ngon.png
dở,맛없는,Món ăn này dở tệ,이 음식은 맛이 없어요.,https://r2.sangsang.vip/mp3/bd8cba3925c1bf081a7c2d7a810f6083.mp3,https://r2.sangsang.vip/images/Món_ăn_này_dở_tệ.png
ngọt,단,Cà phê này hơi ngọt,이 커피는 약간 달아요.,https://r2.sangsang.vip/mp3/672ba5996ff78465c7416a995a2e72bb.mp3,https://r2.sangsang.vip/images/Cà_phê_này_hơi_ngọt.png
mặn,짠,Canh này hơi mặn,이 국은 약간 짜요.,https://r2.sangsang.vip/mp3/753648fdff4dbacb8681814d88a53a78.mp3,https://r2.sangsang.vip/images/Canh_này_hơi_mặn.png
chua,신,Quả chanh này rất chua,이 레몬은 매우 셔요.,https://r2.sangsang.vip/mp3/8b9032786bf290438c7701dbee5ca6f9.mp3,https://r2.sangsang.vip/images/Quả_chanh_này_rất_chua.png
cay,매운,Tôi không ăn được cay,저는 매운 것을 못 먹어요.,https://r2.sangsang.vip/mp3/d0e9abf48f90583aca179fb44813bb56.mp3,https://r2.sangsang.vip/images/Tôi_không_ăn_được_cay.png
đắng,쓴,Thuốc này rất đắng,이 약은 매우 써요.,https://r2.sangsang.vip/mp3/a3980e795f5707ffe158267018594bf4.mp3,https://r2.sangsang.vip/images/Thuốc_này_rất_đắng.png
thơm,향기로운,Mùi hoa hồng rất thơm,장미 향기가 매우 향긋해요.,https://r2.sangsang.vip/mp3/5ee97adcd0be94508ddaad1cc1a1c969.mp3,https://r2.sangsang.vip/images/Mùi_hoa_hồng_rất_thơm.png
